"","apartment","road","address","lon","lat"
"6206","노블레스빌","평창문화로 81-6","서울특별시 종로구 평창동 155-1",126.9701449,37.6073055
"6207","혜화훼미리","혜화로8길 25","서울특별시 종로구 혜화동 20-12",127.0010587,37.5881368
"6208","서울역한라비발디센트럴",NA,"서울특별시 중구 만리동2가 288",126.964253,37.5547643
"6209","(432-904)","동호로11마길 20-8","서울특별시 중구 신당동 432-904",127.0059079,37.5512839
"6210","글로리안(B)","동호로11바길 21","서울특별시 중구 신당동 432-970",127.0064153,37.5505727
"6211","노블레스하우스","다산로34길 26","서울특별시 중구 신당동 290-67",127.0162047,37.5613329
"6212","대성드림","청구로4길 37","서울특별시 중구 신당동 290-52",127.0155889,37.5613323
"6213","동산","동호로11아길 15","서울특별시 중구 신당동 432-579",127.0052874,37.5514823
"6214","명경","동호로11마길 5","서울특별시 중구 신당동 432-657",127.0064758,37.5518175
"6215","삼성V아파트A동","청구로4길 40","서울특별시 중구 신당동 290-42",127.0159668,37.5614336
"6216","삼성V아파트B동","청구로4길 36","서울특별시 중구 신당동 290-44",127.0158643,37.561221
"6217","수산타운(2차)","동호로11바길 30-1","서울특별시 중구 신당동 432-2006",127.0057235,37.5503425
"6218","신당역솔하임","퇴계로 448","서울특별시 중구 신당동 140-23",127.0211342,37.5653862
"6219","신신(1차)","동호로11자길 23","서울특별시 중구 신당동 432-1972",127.0054249,37.5508428
"6220","인성아트빌","동호로11마길 20-7","서울특별시 중구 신당동 432-502",127.0058491,37.5510275
"6221","진달래","청구로3길 72","서울특별시 중구 신당동 333-42",127.0140181,37.5565067
"6222","청구파크뷰","청구로6길 52","서울특별시 중구 신당동 292-35",127.0157963,37.5620855
"6223","프라임1","동호로17길 256-4","서울특별시 중구 신당동 432-1632",127.0059915,37.5488292
"6224","하이 1 (113-5)","퇴계로80길 30","서울특별시 중구 신당동 113-5",127.0176441,37.5641129
"6225","장충동라임카운티","동호로20가길 38","서울특별시 중구 장충동1가 105-1",127.0068486,37.5597102
"6226","장충레지던스","동호로20나길 23","서울특별시 중구 장충동1가 106-1",127.0072235,37.5594385
"6227","장충","동호로25길 36","서울특별시 중구 장충동2가 193-29",127.0016623,37.5592132
"6228","충무로헤센스마트","서애로1길 11","서울특별시 중구 충무로5가 90",127.0003222,37.5633775
"6229","동광팰리스","난계로17길 16","서울특별시 중구 황학동 1572",127.022528,37.5694281
"6230","청계리버팰리스A","난계로17길 48","서울특별시 중구 황학동 2033",127.0207229,37.5696474
"6231","청계리버팰리스B","난계로17길 58-8","서울특별시 중구 황학동 2015",127.0206765,37.56982
"6232","이지-빌","퇴계로8길 65-3","서울특별시 중구 회현동1가 100-12",126.9803265,37.5568504
"6233","위더스하임","퇴계로73길 20","서울특별시 중구 흥인동 142-1",127.0142036,37.566053
"6234","망우","용마산로116길 44","서울특별시 중랑구 망우동 184-6",127.1029682,37.5994263
"6235","산솔트윈","봉우재로 229","서울특별시 중랑구 망우동 461-12",127.0982662,37.5954799
"6236","성도아트빌","용마산로116길 43","서울특별시 중랑구 망우동 202-16",127.1029638,37.5996939
"6237","예성그린캐슬2차","용마산로112가길 36","서울특별시 중랑구 망우동 401-21",127.1025854,37.5971663
"6238","주영","용마산로114길 43","서울특별시 중랑구 망우동 184-13",127.1034956,37.5992636
"6239","주영파크뷰","용마산로114길 37","서울특별시 중랑구 망우동 184-16",127.1032614,37.5992393
"6240","천보","용마산로115가길 16","서울특별시 중랑구 망우동 494-17",127.0958882,37.5975377
"6241","IS아파트","봉우재로20가길 21","서울특별시 중랑구 면목동 1534",127.0883961,37.5811454
"6242","대명미르테","봉우재로14길 20-3","서울특별시 중랑구 면목동 1532",127.0777165,37.5896149
"6243","동서그랜드맨션","겸재로 92","서울특별시 중랑구 면목동 174-1",127.0778929,37.5859598
"6244","동일스카이씨티(37차)","면목로84길 33","서울특별시 중랑구 면목동 1286-1",127.0886909,37.5922077
"6245","미래한건아파트","동일로100길 87","서울특별시 중랑구 면목동 136-96",127.0835013,37.5910115
"6246","성진리버타운","면목로58길 50","서울특별시 중랑구 면목동 408-5",127.0911013,37.5842368
"6247","승일카이저","겸재로18길 20","서울특별시 중랑구 면목동 151-4",127.0805069,37.5858135
"6248","아이쉐르빌","면목로73가길 28","서울특별시 중랑구 면목동 126-48",127.08646,37.5900928
"6249","용마","면목로30가길 31","서울특별시 중랑구 면목동 354-12",127.0862457,37.5770594
"6250","킴스아파트","면목로 429","서울특별시 중랑구 면목동 126-1",127.0866864,37.5901928
"6251","포인트아트빌비동","동일로100길 41","서울특별시 중랑구 면목동 142-8",127.0816746,37.5894682
"6252","포인트아트빌에이동","동일로100길 39","서울특별시 중랑구 면목동 142-64",127.0816256,37.5893075
"6253","풍산쉐르빌 101동","상봉중앙로10길 15","서울특별시 중랑구 상봉동 226-20",127.0879547,37.6026171
"6254","조호그레이스","용마산로 561","서울특별시 중랑구 신내동 492-5",127.1001875,37.6010621
"6255","한영(101)","동일로144길 74","서울특별시 중랑구 중화동 274-51",127.0821473,37.6064799
"6256","현대휴앤미","봉화산로27가길 23","서울특별시 중랑구 중화동 11",127.0846416,37.6031195
"6257","디에이치아너힐즈","삼성로 11","서울특별시 강남구 개포동 138",127.067294,37.4841132
"6258","래미안블레스티지","선릉로 8","서울특별시 강남구 개포동 1280",127.0609282,37.4789643
"6259","그랑디오스","봉은사로51길 18","서울특별시 강남구 논현동 268-12",127.0428171,37.5112481
"6260","논현인텔(9-2)","도산대로24길 19","서울특별시 강남구 논현동 44076",127.0315341,37.5135304
"6261","세호시티라이프","강남대로128길 27","서울특별시 강남구 논현동 122-25",127.0243029,37.510383
"6262","요진보네르","학동로5길 20","서울특별시 강남구 논현동 16862",127.0315341,37.5135304
"6263","풍림아이원3차(1007-1)","영동대로72길 10","서울특별시 강남구 대치동 1007-1",127.0666999,37.5045985
"6264","그랜빌캐슬","남부순환로379길 35","서울특별시 강남구 도곡동 190-3",127.0447422,37.4887987
"6265","도곡현대힐스테이트 105동","남부순환로377길 22","서울특별시 강남구 도곡동 184-3",127.0453685,37.4876531
"6266","로덴하우스 이스트빌리지","남부순환로378길 9","서울특별시 강남구 도곡동 462-1",127.0468766,37.4856334
"6267","리치아르떼빌","남부순환로373길 4","서울특별시 강남구 도곡동 194",127.0439985,37.4863725
"6268","상지리츠빌 카일룸","남부순환로373길 23","서울특별시 강남구 도곡동 202",127.0438218,37.4876361
"6269","이니그마빌-III","남부순환로373길 21","서울특별시 강남구 도곡동 201",127.043439,37.4872411
"6270","블루밍하우스","학동로82길 27","서울특별시 강남구 삼성동 23468",127.0565207,37.5139848
"6271","삼성동상지리츠빌카일룸","삼성로 636","서울특별시 강남구 삼성동 23833",127.0565207,37.5139848
"6272","상아빌라트","봉은사로71길 13","서울특별시 강남구 삼성동 47-20",127.0496709,37.5130119
"6273","강남한솔","도곡로19길 17","서울특별시 강남구 역삼동 794-19",127.037792,37.492706
"6274","역삼엔스위트1","언주로103길 16","서울특별시 강남구 역삼동 656-30",127.0386336,37.5066233
"6275","지석천평대","논현로71길 48","서울특별시 강남구 역삼동 789-29",127.0356502,37.4941149
"6276","프리우스 역삼 101동","강남대로94길 51-14","서울특별시 강남구 역삼동 636-33",127.0310593,37.5012614
"6277","뉴현대리버빌","영동대로142길 7","서울특별시 강남구 청담동 130-10",127.0558053,37.5241223
"6278","라테라스 청담","학동로81길 9","서울특별시 강남구 청담동 28095",127.0486655,37.5231998
"6279","연세힐하우스(Ⅱ)","압구정로75길 39","서울특별시 강남구 청담동 102-5",127.0477646,37.5283467
"6280","이니그마빌2","도산대로61길 19","서울특별시 강남구 청담동 33147",127.0486655,37.5231998
"6281","진도맨션","압구정로77길 42","서울특별시 강남구 청담동 113",127.0485983,37.5277263
"6282","청담7상지리츠빌","압구정로73길 30","서울특별시 강남구 청담동 115-6",127.0470218,37.5277668
"6283","청담동마크노빌","도산대로59길 25","서울특별시 강남구 청담동 32843",127.0486655,37.5231998
"6284","청담파크빌","학동로 437-5","서울특별시 강남구 청담동 17137",127.0486655,37.5231998
"6285","효성빌라 청담101(B동)","압구정로71길 28","서울특별시 강남구 청담동 101-17",127.0464946,37.5279472
"6286","고덕그라시움","고덕로 333","서울특별시 강동구 고덕동 693",127.1570594,37.5632814
"6287","경지 Arium","천호대로177길 40","서울특별시 강동구 길동 413-11",127.1380104,37.5362213
"6288","광남캐스빌아파트101동","천호대로187길 53-15","서울특별시 강동구 길동 396-1",127.1420414,37.5367634
"6289","다성이즈빌(387-2)","천중로40길 67","서울특별시 강동구 길동 387-2",127.1380049,37.5380738
"6290","다성이즈빌(387-4)","천중로42길 68","서울특별시 강동구 길동 387-4",127.1383496,37.5381106
"6291","에이스빌(370-3)","천중로40길 11","서울특별시 강동구 길동 370-3",127.1388895,37.5404609
"6292","웅주아크로파크","양재대로122가길 51","서울특별시 강동구 길동 320-9",127.14297,37.5443137
"6293","하이존","명일로 222","서울특별시 강동구 길동 106",127.146535,37.5384214
"6294","케이엔피로얄","풍성로63길 4","서울특별시 강동구 둔촌동 511-2",127.1389146,37.5284392
"6295","다성씨티(2)","양재대로130길 26","서울특별시 강동구 명일동 352-5",127.1446528,37.5456883
"6296","다성이즈빌(346-12)","양재대로130길 17","서울특별시 강동구 명일동 346-12",127.1441353,37.5459161
"6297","다성이즈빌(명일4차)","양재대로130길 36","서울특별시 강동구 명일동 348-1",127.1451177,37.545707
"6298","래미안솔베뉴","양재대로 1650","서울특별시 강동구 명일동 359",127.1500409,37.5502209
"6299","태천해오름102동B","천중로49길 91","서울특별시 강동구 명일동 352-18",127.1440081,37.5449673
"6300","고덕 롯데캐슬 베네루체","상암로79길 88","서울특별시 강동구 상일동 514",127.1646653,37.5511064
"6301","고덕센트럴아이파크","고덕로80길 99","서울특별시 강동구 상일동 513",127.1646653,37.5511064
"6302","강동다온채","성안로 11-10","서울특별시 강동구 성내동 447-2",127.128951,37.5253783
"6303","성내동AURAⅡ","풍성로54길 12-21","서울특별시 강동구 성내동 419-46",127.1325365,37.5290656
"6304","성주아트빌","천호대로168길 41-12","서울특별시 강동구 성내동 203-5",127.131875,37.5334255
"6305","우성(101동)","양재대로101길 51-18","서울특별시 강동구 성내동 386-83",127.134228,37.5319947
"6306","집앤사 베니아파트","성내로 65","서울특별시 강동구 성내동 542-1",127.1274542,37.5279965
"6307","집앤사 비키아파트","성내로 79","서울특별시 강동구 성내동 545-8",127.128693,37.5274253
"6308","해가든(454-1)","성내로6길 34-15","서울특별시 강동구 성내동 454-1",127.1213153,37.5284862
"6309","한양그린","아리수로 64","서울특별시 강동구 암사동 449",127.1367371,37.5566631
"6310","강동파크빌","천호대로163길 29","서울특별시 강동구 천호동 450-38",127.1310447,37.5377966
"6311","새롬트윈스아파트(B동)","상암로 154","서울특별시 강동구 천호동 14397",127.1256452,37.5439937
"6312","신동양빛여울아파트","상암로41가길 11","서울특별시 강동구 천호동 12875",127.1256452,37.5439937
"6313","신주아파트(313)","천중로11길 24","서울특별시 강동구 천호동 313",127.1274721,37.5462762
"6314","엘림스퀘어2","구천면로24길 9","서울특별시 강동구 천호동 416-12",127.1262949,37.5402899
"6315","집앤사스윗사이드아파트","천중로 6","서울특별시 강동구 천호동 328-1",127.1224192,37.5457955
"6316","꿈의숲해링턴플레이스","오현로 45","서울특별시 강북구 미아동 1369",127.0269077,37.6268335
"6317","다우(459-63)","한천로130길 24","서울특별시 강북구 번동 459-63",127.0310266,37.6386102
"6318","수유다우아트리체","한천로 1174","서울특별시 강북구 수유동 279-74",127.0152833,37.6481884
"6319","예도팔라티움","노해로 34","서울특별시 강북구 수유동 223-7",127.0231996,37.6385114
"6320","마곡 보타닉","양천로47나길 43","서울특별시 강서구 가양동 235-4",126.8395331,37.5723816
"6321","신세계4차","강서로50길 38","서울특별시 강서구 내발산동 665-6",126.839425,37.5549115
"6322","예스빌","강서로47길 63","서울특별시 강서구 내발산동 687-2",126.8326594,37.5527274
"6323","한서2차APT","강서로45라길 43-14","서울특별시 강서구 내발산동 716-2",126.8336302,37.5500546
"6324","지엠벨리","화곡로 374","서울특별시 강서구 등촌동 656-17",126.8532321,37.5567845
"6325","통일102동(597-24)","금낭화로 36-4","서울특별시 강서구 방화동 597-24",126.8120186,37.568293
"6326","e편한세상 염창","공항대로 583","서울특별시 강서구 염창동 309",126.8717993,37.5540319
"6327","엠그린","양천로65길 13","서울특별시 강서구 염창동 241-24",126.8661569,37.5557542
"6328","강동","까치산로 88-15","서울특별시 강서구 화곡동 29-79",126.8482078,37.5456998
"6329","계명(350-34)","강서로17가길 14","서울특별시 강서구 화곡동 350-34",126.8446415,37.533783
"6330","그레이스(786-10)","곰달래로60가길 27","서울특별시 강서구 화곡동 786-10",126.8616977,37.5300022
"6331","대성3,4호(379-58,나동)","가로공원로77길 27","서울특별시 강서구 화곡동 379-58",126.8383796,37.538115
"6332","동우(24-134)","화곡로42가길 24","서울특별시 강서구 화곡동 24-134",126.8459815,37.5456492
"6333","디아인스","곰달래로 122","서울특별시 강서구 화곡동 899-31",126.8463882,37.5303429
"6334","리치아파트","월정로20길 60","서울특별시 강서구 화곡동 924-1",126.8419841,37.52966
"6335","메종드로제","곰달래로18길 33-1","서울특별시 강서구 화곡동 926-3",126.8425348,37.5288004
"6336","스위트드림아파트","화곡로21길 71-1","서울특별시 강서구 화곡동 1168",126.836298,37.5439975
"6337","에스타워","강서로7길 38-6","서울특별시 강서구 화곡동 900-28",126.8455997,37.5296756
"6338","우공팰리스102동","화곡로31다길 9","서울특별시 강서구 화곡동 1026-13",126.8383211,37.54451
"6339","우성(410-56)","초록마을로28길 27","서울특별시 강서구 화곡동 410-56",126.8491935,37.5382597
"6340","율창(885-1)","국회대로7길 123","서울특별시 강서구 화곡동 885-1",126.8539907,37.5291185
"6341","청송평화","곰달래로35길 86","서울특별시 강서구 화곡동 457-1",126.8539098,37.534924
"6342","탑건화곡동진선미","곰달래로60가길 31","서울특별시 강서구 화곡동 786-9",126.8613695,37.5299368
"6343","태성비리치","등촌로13자길 63-28","서울특별시 강서구 화곡동 465-13",126.8552141,37.5362737
"6344","태흥그랑뷰","강서로15길 24","서울특별시 강서구 화곡동 348-18",126.844733,37.5323991
"6345","프라임주택","강서로7길 108","서울특별시 강서구 화곡동 924-14",126.8417399,37.5291332
"6346","호성그린아트빌","화곡로43가길 39","서울특별시 강서구 화곡동 29312",126.8471024,37.5381184
"6347","효성A(923-17)","월정로18길 34","서울특별시 강서구 화곡동 923-17",126.8407715,37.5292039
"6348","남현현대아이빌라","남부순환로260길 30","서울특별시 관악구 남현동 1054-42",126.9726395,37.4748996
"6349","뉴타운B동","승방3길 36-17","서울특별시 관악구 남현동 602-378",126.9806856,37.4717427
"6350","하이파크","남현길 96","서울특별시 관악구 남현동 1079-3",126.9743871,37.4728442
"6351","e편한세상서울대입구1차(1단지)","청룡10길 45","서울특별시 관악구 봉천동 1540-37",126.9439318,37.479022
"6352","금강아미움(103동)","장군봉1길 16","서울특별시 관악구 봉천동 1522-30",126.9408985,37.4818133
"6353","삼성아트빌(1690-163)","남부순환로249길 5-10","서울특별시 관악구 봉천동 1690-163",126.9669675,37.4762883
"6354","새진7차","인헌16길 35","서울특별시 관악구 봉천동 180-380",126.9660551,37.4694774
"6355","에메랄드104동","은천로34길 20","서울특별시 관악구 봉천동 41-274",126.9532335,37.4855031
"6356","위너스이즈","남부순환로228길 87","서울특별시 관악구 봉천동 1608-28",126.9540015,37.4758327
"6357","고흥","난곡로64가길 18","서울특별시 관악구 신림동 1568-21",126.9152836,37.4804609
"6358","벨라루체아파트","남부순환로 1446","서울특별시 관악구 신림동 1484-9",126.9114691,37.4808259
"6359","성지하우스","난곡로34길 45","서울특별시 관악구 신림동 626-11",126.9383251,37.4626176
"6360","웰피아","관천로18길 27","서울특별시 관악구 신림동 1731",126.9244669,37.4878551
"6361","AZ0213","자양로22길 16","서울특별시 광진구 구의동 252-9",127.0840786,37.539442
"6362","강변에스케이뷰","아차산로 431","서울특별시 광진구 구의동 667",127.0914159,37.5466951
"6363","광남캐스빌(198-4)","광나루로54길 13","서울특별시 광진구 구의동 198-4",127.0957271,37.5400742
"6364","그레이스홈타운(101동)","구의로16길 58","서울특별시 광진구 구의동 205-6",127.0930849,37.5424994
"6365","그레이스홈타운(102동)","구의로16길 58-1","서울특별시 광진구 구의동 205-18",127.0928469,37.5423471
"6366","래미안파크스위트",NA,"서울특별시 광진구 구의동 668",127.0914159,37.5466951
"6367","아차산인앤인W클래스102동","천호대로137길 16-10","서울특별시 광진구 구의동 58-25",127.0939211,37.5494205
"6368","은진아파트5차","천호대로137길 19","서울특별시 광진구 구의동 20880",127.0914159,37.5466951
"6369","청목파크빌","영화사로 85","서울특별시 광진구 구의동 560-15",127.095466,37.5548476
"6370","에피소드1","동일로 190","서울특별시 광진구 군자동 355-5",127.0679883,37.5486843
"6371","(246-11)","천호대로118길 10","서울특별시 광진구 능동 246-11",127.0852214,37.5541677
"6372","자양동명진센트라임","아차산로46가길 15","서울특별시 광진구 자양동 219-11",127.0818564,37.5363801
"6373","테라팰리스 건대2차","아차산로 311","서울특별시 광진구 자양동 860",127.0715809,37.5324005
"6374","테라팰리스 건대1차","아차산로25길 60","서울특별시 광진구 화양동 531",127.073456,37.5435547
"6375","건양","개봉로17나길 16","서울특별시 구로구 개봉동 304-16",126.8545234,37.493085
"6376","중앙힐","개봉로17마길 9-22","서울특별시 구로구 개봉동 322-12",126.8519726,37.4917339
"6377","예인","중앙로15길 84","서울특별시 구로구 고척동 215-3",126.8553336,37.5069805
"6378","해피그린(171-24)","고척로60길 20-9","서울특별시 구로구 고척동 172-24",126.8593373,37.5051307
"6379","(716-25)우진빌라1차A","구로동로15길 5-3","서울특별시 구로구 구로동 716-25",126.8844027,37.4876583
"6380","(718-17)문화아트빌라","구로동로15길 25","서울특별시 구로구 구로동 718-17",126.8832834,37.4877244
"6381","(739-19)","구로동로20길 28-3","서울특별시 구로구 구로동 739-19",126.886102,37.4883592
"6382","(740-23)","구로동로12길 59-15","서울특별시 구로구 구로동 740-23",126.886364,37.4887599
"6383","(743-19)","구로동로20길 41-4","서울특별시 구로구 구로동 743-19",126.8869912,37.4883288
"6384","(743-6)","구로동로22길 54","서울특별시 구로구 구로동 743-6",126.887284,37.4889425
"6385","(743-8)","구로동로8길 67","서울특별시 구로구 구로동 743-8",126.8872954,37.4887083
"6386","(744-23)","구로동로20길 42","서울특별시 구로구 구로동 744-23",126.8867499,37.4882058
"6387","(744-3)","구로동로8길 51","서울특별시 구로구 구로동 744-3",126.8868889,37.4879845
"6388","(748-5)","구로동로18길 56","서울특별시 구로구 구로동 748-5",126.8874236,37.4871534
"6389","(749-21)","구로동로20길 58-10","서울특별시 구로구 구로동 749-21",126.8873489,37.4876185
"6390","(749-4)","구로동로20길 58-4","서울특별시 구로구 구로동 749-4",126.8874125,37.4878282
"6391","(749-99)","구로동로20길 58-12","서울특별시 구로구 구로동 749-99",126.8872442,37.4875851
"6392","(751-3)","구로동로8길 62-12","서울특별시 구로구 구로동 751-3",126.8879066,37.4881347
"6393","(751-37)","구로동로8길 60","서울특별시 구로구 구로동 751-37",126.88732,37.4882697
"6394","(751-4)","구로동로8길 62-14","서울특별시 구로구 구로동 751-4",126.8878929,37.4880679
"6395","(752-17)","구로동로22길 76-6","서울특별시 구로구 구로동 752-17",126.8880674,37.4884245
"6396","(770-16)","구로동로22길 88-10","서울특별시 구로구 구로동 770-16",126.8883961,37.4880654
"6397","(770-50)","구로동로22길 88-7","서울특별시 구로구 구로동 770-50",126.888331,37.4878801
"6398","(771-28)","구로동로18길 61-3","서울특별시 구로구 구로동 771-28",126.8878242,37.4872833
"6399","(771-30)","구로동로18길 61-5","서울특별시 구로구 구로동 771-30",126.8878559,37.4873557
"6400","(781-12)","디지털로27다길 57-5","서울특별시 구로구 구로동 781-12",126.8897854,37.486945
"6401","(792-6)","도림로12길 10","서울특별시 구로구 구로동 792-6",126.8885576,37.4867073
"6402","(792-86)","디지털로27라길 29-14","서울특별시 구로구 구로동 792-86",126.8883155,37.4863283
"6403","(793-13)","도림로10길 5-17","서울특별시 구로구 구로동 793-13",126.8882762,37.4866956
"6404","(794-17)","도림로10길 18-4","서울특별시 구로구 구로동 794-17",126.8882151,37.4857084
"6405","(797-22)","디지털로27라길 6-17","서울특별시 구로구 구로동 797-22",126.8890659,37.4846793
"6406","(797-26)","도림로6길 30-3","서울특별시 구로구 구로동 797-26",126.8886701,37.4848369
"6407","(797-5)","도림로6길 34","서울특별시 구로구 구로동 797-5",126.8886718,37.4849522
"6408","(807-21)","구로동로 82-9","서울특별시 구로구 구로동 807-21",126.8858729,37.4864982
"6409","대길B","도림로8길 16","서울특별시 구로구 구로동 799-5",126.8880659,37.4855475
"6410","대성아파트(749-11)","구로동로20길 52-9","서울특별시 구로구 구로동 749-11",126.8872249,37.487666
"6411","동산빌라","디지털로27라길 42","서울특별시 구로구 구로동 791-11",126.889148,37.48631
"6412","동원(796-61)","도림로6길 29","서울특별시 구로구 구로동 796-61",126.8885056,37.485175
"6413","마인드에코프라움","구로중앙로18길 11-1","서울특별시 구로구 구로동 98-14",126.8900178,37.4950835
"6414","삼주빌라","도림로6길 18-1","서울특별시 구로구 구로동 798-11",126.8880783,37.4850908
"6415","선진빌라","구로동로20길 52-11","서울특별시 구로구 구로동 749-13",126.8871476,37.4875428
"6416","성산E동","도림로 12-10","서울특별시 구로구 구로동 801-26",126.8873629,37.4852228
"6417","에덴빌라","도림로12길 11-9","서울특별시 구로구 구로동 780-19",126.8890104,37.4872053
"6418","태영빌라","구로동로12길 59-9","서울특별시 구로구 구로동 740-95",126.8864833,37.4889502
"6419","풍안주택","도림로6길 15-6","서울특별시 구로구 구로동 799-18",126.8880155,37.4854425
"6420","한신빌라","디지털로27라길 32-3","서울특별시 구로구 구로동 791-19",126.8890936,37.4860158
"6421","현암B동","도림로 16-8","서울특별시 구로구 구로동 800-9",126.8875985,37.485653
"6422","다청림(104동)","오리로20길 47","서울특별시 구로구 궁동 182",126.8307687,37.497908
"6423","골든팰리스","경인로11길 2-4","서울특별시 구로구 오류동 81-24",126.8388562,37.4941556
"6424","목화수목원 102동","경인로2길 42","서울특별시 구로구 오류동 108-42",126.8263721,37.488781
"6425","비에이치 수반애 수목원 아파트","오리로13길 56","서울특별시 구로구 오류동 241-2",126.8310893,37.4885863
"6426","우창굿모닝","오리로13길 105","서울특별시 구로구 오류동 292-10",126.8300125,37.4867168
"6427","한백힐","고척로 6","서울특별시 구로구 오류동 44077",126.8385254,37.4901258
"6428","하버라인2단지","연동로 234","서울특별시 구로구 항동 가-237",126.8250625,37.481088
"6429","하버라인3단지","항동로 60","서울특별시 구로구 항동 가-242",126.8250625,37.481088
"6430","하버라인4단지","항동로 72","서울특별시 구로구 항동 가-238",126.8250625,37.481088
"6431","한양수자인에듀힐즈","항동로 42","서울특별시 구로구 항동 가-241",126.8250625,37.481088
"6432","가산 지웰 에스테이트 2차","가산로9길 12-8","서울특별시 금천구 가산동 143-6",126.8910576,37.4776068
"6433","e편한세상 독산 더타워","범안로 1212","서울특별시 금천구 독산동 1007-13",126.8963982,37.4660955
"6434","금천 롯데캐슬 골드파크 3차","시흥대로 291-1","서울특별시 금천구 독산동 1155",126.8994525,37.4760526
"6435","금천롯데캐슬골드파크2차201동202동","벚꽃로 30","서울특별시 금천구 독산동 1150",126.8943013,37.4580116
"6436","동은4차","문성로3길 47","서울특별시 금천구 독산동 883-10",126.9070176,37.4772663
"6437","동은노보빌(887-2)","문성로 10","서울특별시 금천구 독산동 887-2",126.9047544,37.4761649
"6438","리치힐(1052-5)","시흥대로100길 21-8","서울특별시 금천구 독산동 1052-5",126.8990646,37.4643426
"6439","명도힐스티지","독산로 337","서울특별시 금천구 독산동 962-32",126.9034244,37.4769672
"6440","세진웰빙102","독산로92길 26","서울특별시 금천구 독산동 992-37",126.9047918,37.4736802
"6441","금천리메인시티","시흥대로 224","서울특별시 금천구 시흥동 883-11",126.9012775,37.4538651
"6442","루체클래식","시흥대로2길 24","서울특별시 금천구 시흥동 977-1",126.9047228,37.4346147
"6443","우림메르디앙","시흥대로64길 27","서울특별시 금천구 시흥동 882-3",126.9007194,37.4563207
"6444","칠성(977-2)","시흥대로2길 8-25","서울특별시 금천구 시흥동 977-2",126.9048537,37.4343969
"6445","서경하누리아파트","동일로183길 12-9","서울특별시 노원구 공릉동 493-20",127.0726202,37.6235332
"6446","플라체76","동일로174길 38","서울특별시 노원구 공릉동 661-20",127.0775493,37.6189351
"6447","상계역센트럴푸르지오","수락산로 12","서울특별시 노원구 상계동 85-33",127.0747762,37.6650795
"6448","센트럴타워","상계로1길 54-4","서울특별시 노원구 상계동 581-2",127.0617375,37.6580999
"6449","월계로즈빌(387)","광운로 53-17","서울특별시 노원구 월계동 387",127.0591353,37.6226173
"6450","부강쉘브르","중계로14라길 53","서울특별시 노원구 중계동 90-30",127.0846738,37.6501015
"6451","한신월드","중계로8길 120","서울특별시 노원구 중계동 24838",127.0831273,37.6514398
"6452","성진파크뷰 아파트","도당로 32","서울특별시 도봉구 방학동 741",127.0337541,37.6666657
"6453","신주아파트B","방학로8길 31","서울특별시 도봉구 방학동 695-21",127.0360852,37.6641579
"6454","대우파크빌","시루봉로2길 80","서울특별시 도봉구 쌍문동 159",127.0323146,37.6553159
"6455","선우","도봉로139길 102","서울특별시 도봉구 쌍문동 44140",127.0304855,37.6522545
"6456","솔밭노블리안","삼양로 580-11","서울특별시 도봉구 쌍문동 733",127.0304855,37.6522545
"6457","쌍문리버뷰","도봉로 415","서울특별시 도봉구 쌍문동 103-69",127.0311842,37.6435716
"6458","피스플하우스","도봉로129길 32-13","서울특별시 도봉구 쌍문동 24838",127.0304855,37.6522545
"6459","세인트라디움","덕릉로 285","서울특별시 도봉구 창동 442-17",127.0413722,37.6425106
"6460","영창하모니A","덕릉로59자길 5","서울특별시 도봉구 창동 582-21",127.0366809,37.641128
"6461","답십리파크자이","답십리로56길 105","서울특별시 동대문구 답십리동 1014",127.0646841,37.5725656
"6462","보광타워","황물로 90","서울특별시 동대문구 답십리동 530-4",127.0501399,37.5703031
"6463","청계한양아이클래스","청계천로 461","서울특별시 동대문구 용두동 255-49",127.0284356,37.5706707
"6464","글로벌팰리스","천호대로 385","서울특별시 동대문구 장안동 415-10",127.061948,37.5621747
"6465","대성장안애캐슬","장한로22길 20-20","서울특별시 동대문구 장안동 346-9",127.0706586,37.5685941
"6466","동대문더퍼스트데시앙","장한로27가길 37","서울특별시 동대문구 장안동 587",127.0706515,37.570627
"6467","동재(B동)","한천로4길 13-5","서울특별시 동대문구 장안동 241-8",127.0597669,37.5638828
"6468","비젼101동(455-1)","장한로8길 80","서울특별시 동대문구 장안동 455-1",127.0705987,37.5626585
"6469","양우 내안애 애플","장한로 99","서울특별시 동대문구 장안동 373-1",127.0697616,37.5697241
"6470","월튼파크뷰2차","장한로26다길 7","서울특별시 동대문구 장안동 337-2",127.0736333,37.5710764
"6471","제이슨(360-7)","장한로14길 18","서울특별시 동대문구 장안동 360-7",127.0689623,37.5659983
"6472","천강(332-6)","답십리로 319","서울특별시 동대문구 장안동 332-6",127.0759179,37.5722531
"6473","태솔아파트4차","답십리로 292-3","서울특별시 동대문구 장안동 335-10",127.072904,37.571733
"6474","태솔타운3차","장한로26가길 10","서울특별시 동대문구 장안동 367-11",127.0718291,37.5714191
"6475","푸른마을(284-3)","한천로46길 114","서울특별시 동대문구 장안동 284-3",127.0747714,37.5809184
"6476","한일(424-1)","천호대로79길 70","서울특별시 동대문구 장안동 424-1",127.0645877,37.5651555
"6477","현대리노빌101동","장한로26다길 116-2","서울특별시 동대문구 장안동 350-7",127.0706816,37.5669246
